a,b,c,lumo,plate_num,fic
15.6,0.25,0.32,65000.0,3,1.0746
15.6,0.30000000000000004,0.32,23336.0,3,1.1996
15.6,0.35000000000000003,0.32,20781.0,3,1.3246
15.6,0.4,0.32,20556.0,3,1.4496
15.6,0.45,0.32,21166.0,3,1.5746
15.6,0.05,0.64,65000.0,3,0.7746
15.6,0.1,0.64,65000.0,3,0.8996
15.6,0.15000000000000002,0.64,65000.0,3,1.0246
15.6,0.2,0.64,65000.0,3,1.1496
15.6,0.25,0.64,65000.0,3,1.2746
15.6,0.30000000000000004,0.64,65000.0,3,1.3996
15.6,0.35000000000000003,0.64,26839.0,3,1.5246
15.6,0.4,0.64,21703.0,3,1.6496
15.6,0.45,0.64,21510.0,3,1.7746
15.6,0.05,0.96,65000.0,3,0.9745999999999999
15.6,0.1,0.96,65000.0,3,1.0996
15.6,0.15000000000000002,0.96,65000.0,3,1.2246000000000001
15.6,0.2,0.96,65000.0,3,1.3496000000000001
15.6,0.25,0.96,65000.0,3,1.4746000000000001
15.6,0.30000000000000004,0.96,31309.0,3,1.5996000000000001
15.6,0.35000000000000003,0.96,21118.0,3,1.7246000000000001
15.6,0.4,0.96,20982.0,3,1.8496000000000001
15.6,0.45,0.96,21171.0,3,1.9746000000000001
15.6,0.05,1.28,65000.0,3,1.1745999999999999
15.6,0.1,1.28,65000.0,3,1.2995999999999999
15.6,0.15000000000000002,1.28,65000.0,3,1.4245999999999999
15.6,0.2,1.28,65000.0,3,1.5495999999999999
15.6,0.25,1.28,65000.0,3,1.6745999999999999
15.6,0.30000000000000004,1.28,23900.0,3,1.7995999999999999
15.6,0.35000000000000003,1.28,22054.0,3,1.9245999999999999
15.6,0.4,1.28,22041.0,3,2.0496
15.6,0.45,1.28,21526.0,3,2.1746
15.6,0.05,1.6,22151.0,3,1.3746
15.6,0.1,1.6,21818.0,3,1.4996
15.6,0.15000000000000002,1.6,21608.0,3,1.6246
15.6,0.2,1.6,21469.0,3,1.7496
15.6,0.25,1.6,21097.0,3,1.8746
15.6,0.30000000000000004,1.6,21191.0,3,1.9996
15.6,0.35000000000000003,1.6,21293.0,3,2.1246
15.6,0.4,1.6,21065.0,3,2.2496
15.6,0.45,1.6,21730.0,3,2.3746
15.6,0.05,1.92,21208.0,3,1.5746
15.6,0.1,1.92,21140.0,3,1.6996
15.6,0.15000000000000002,1.92,21609.0,3,1.8246
15.6,0.2,1.92,21507.0,3,1.9496
15.6,0.25,1.92,21745.0,3,2.0746
15.6,0.30000000000000004,1.92,21378.0,3,2.1996
15.6,0.35000000000000003,1.92,21493.0,3,2.3246
15.6,0.4,1.92,21222.0,3,2.4496
15.6,0.45,1.92,21433.0,3,2.5746
15.6,0.05,2.24,21133.0,3,1.7746000000000002
15.6,0.1,2.24,19981.0,3,1.8996000000000002
15.6,0.15000000000000002,2.24,20945.0,3,2.0246000000000004
15.6,0.2,2.24,20569.0,3,2.1496000000000004
15.6,0.25,2.24,51065.0,3,2.2746000000000004
15.6,0.30000000000000004,2.24,20691.0,3,2.3996000000000004
15.6,0.35000000000000003,2.24,20930.0,3,2.5246000000000004
15.6,0.4,2.24,21067.0,3,2.6496000000000004
15.6,0.45,2.24,21297.0,3,2.7746000000000004
31.6,0,0,65000.0,4,0.5056
0,0.05,0,65000.0,4,0.125
0,0.1,0,65000.0,4,0.25
0,0.15000000000000002,0,65000.0,4,0.37500000000000006
0,0.2,0,65000.0,4,0.5
0,0.25,0,65000.0,4,0.625
0,0.30000000000000004,0,65000.0,4,0.7500000000000001
0,0.35000000000000003,0,65000.0,4,0.875
0,0.4,0,20765.0,4,1.0
0,0.45,0,20363.0,4,1.125
0,0,0.32,65000.0,4,0.19999999999999998
0,0,0.64,65000.0,4,0.39999999999999997
0,0,0.96,65000.0,4,0.6
0,0,1.28,65000.0,4,0.7999999999999999
0,0,1.6,65000.0,4,1.0
0,0,1.92,20447.0,4,1.2
0,0,2.24,20198.0,4,1.4000000000000001
31.6,0.05,0.32,34840.0,4,0.8306
31.6,0.1,0.32,26967.0,4,0.9556
31.6,0.15000000000000002,0.32,29347.0,4,1.0806
31.6,0.2,0.32,65000.0,4,1.2056
31.6,0.25,0.32,22144.0,4,1.3306
31.6,0.30000000000000004,0.32,21369.0,4,1.4556000000000002
31.6,0.35000000000000003,0.32,20193.0,4,1.5806
31.6,0.4,0.32,20288.0,4,1.7056
31.6,0.45,0.32,20750.0,4,1.8306
31.6,0.05,0.64,29527.0,4,1.0306
31.6,0.1,0.64,27369.0,4,1.1556
31.6,0.15000000000000002,0.64,47028.0,4,1.2806
31.6,0.2,0.64,65000.0,4,1.4056
31.6,0.25,0.64,27781.0,4,1.5306
31.6,0.30000000000000004,0.64,23930.0,4,1.6556000000000002
31.6,0.35000000000000003,0.64,21353.0,4,1.7806
31.6,0.4,0.64,20957.0,4,1.9056
31.6,0.45,0.64,20790.0,4,2.0306
31.6,0.05,0.96,27933.0,4,1.2306
31.6,0.1,0.96,37161.0,4,1.3556
31.6,0.15000000000000002,0.96,32205.0,4,1.4806
31.6,0.2,0.96,65000.0,4,1.6056
31.6,0.25,0.96,22599.0,4,1.7306
31.6,0.30000000000000004,0.96,21334.0,4,1.8556000000000004
31.6,0.35000000000000003,0.96,21089.0,4,1.9806
31.6,0.4,0.96,20670.0,4,2.1056
31.6,0.45,0.96,20834.0,4,2.2306
31.6,0.05,1.28,26445.0,4,1.4306
31.6,0.1,1.28,33808.0,4,1.5556
31.6,0.15000000000000002,1.28,28735.0,4,1.6806
31.6,0.2,1.28,65000.0,4,1.8056
31.6,0.25,1.28,23994.0,4,1.9306
31.6,0.30000000000000004,1.28,22309.0,4,2.0556
31.6,0.35000000000000003,1.28,43390.0,4,2.1806
31.6,0.4,1.28,21510.0,4,2.3056
31.6,0.45,1.28,20888.0,4,2.4306
31.6,0.05,1.6,20752.0,4,1.6306
31.6,0.1,1.6,21436.0,4,1.7556
31.6,0.15000000000000002,1.6,21267.0,4,1.8806
31.6,0.2,1.6,65000.0,4,2.0056000000000003
31.6,0.25,1.6,21122.0,4,2.1306000000000003
31.6,0.30000000000000004,1.6,20704.0,4,2.2556000000000003
31.6,0.35000000000000003,1.6,21005.0,4,2.3806000000000003
31.6,0.4,1.6,20684.0,4,2.5056000000000003
31.6,0.45,1.6,21249.0,4,2.6306000000000003
31.6,0.05,1.92,20900.0,4,1.8306
31.6,0.1,1.92,20801.0,4,1.9556
31.6,0.15000000000000002,1.92,20821.0,4,2.0806
31.6,0.2,1.92,22920.0,4,2.2056
31.6,0.25,1.92,21161.0,4,2.3306
31.6,0.30000000000000004,1.92,21652.0,4,2.4556000000000004
31.6,0.35000000000000003,1.92,21221.0,4,2.5806
31.6,0.4,1.92,21180.0,4,2.7056
31.6,0.45,1.92,21156.0,4,2.8306
31.6,0.05,2.24,20988.0,4,2.0306
31.6,0.1,2.24,20481.0,4,2.1556
31.6,0.15000000000000002,2.24,20957.0,4,2.2806
31.6,0.2,2.24,22354.0,4,2.4056
31.6,0.25,2.24,20300.0,4,2.5306
31.6,0.30000000000000004,2.24,20704.0,4,2.6556000000000006
31.6,0.35000000000000003,2.24,20501.0,4,2.7806
31.6,0.4,2.24,20720.0,4,2.9056
31.6,0.45,2.24,20758.0,4,3.0306
62.5,0,0,21280.0,5,1.0
0,0.05,0,65000.0,5,0.125
0,0.1,0,65000.0,5,0.25
0,0.15000000000000002,0,65000.0,5,0.37500000000000006
0,0.2,0,65000.0,5,0.5
0,0.25,0,65000.0,5,0.625
0,0.30000000000000004,0,65000.0,5,0.7500000000000001
0,0.35000000000000003,0,65000.0,5,0.875
0,0.4,0,23790.0,5,1.0
0,0.45,0,21195.0,5,1.125
0,0,0.32,65000.0,5,0.19999999999999998
0,0,0.64,65000.0,5,0.39999999999999997
0,0,0.96,65000.0,5,0.6
0,0,1.28,65000.0,5,0.7999999999999999
0,0,1.6,65000.0,5,1.0
0,0,1.92,21548.0,5,1.2
0,0,2.24,21439.0,5,1.4000000000000001
62.5,0.05,0.32,20969.0,5,1.325
62.5,0.1,0.32,20877.0,5,1.45
62.5,0.15000000000000002,0.32,21820.0,5,1.575
62.5,0.2,0.32,21145.0,5,1.7
62.5,0.25,0.32,21314.0,5,1.825
62.5,0.30000000000000004,0.32,21500.0,5,1.95
62.5,0.35000000000000003,0.32,21350.0,5,2.075
62.5,0.4,0.32,21225.0,5,2.2
62.5,0.45,0.32,20747.0,5,2.325
62.5,0.05,0.64,22720.0,5,1.525
62.5,0.1,0.64,21639.0,5,1.65
62.5,0.15000000000000002,0.64,22772.0,5,1.775
62.5,0.2,0.64,22571.0,5,1.9
62.5,0.25,0.64,23224.0,5,2.025
62.5,0.30000000000000004,0.64,21426.0,5,2.15
62.5,0.35000000000000003,0.64,22364.0,5,2.275
62.5,0.4,0.64,22175.0,5,2.4
62.5,0.45,0.64,21576.0,5,2.525
62.5,0.05,0.96,22993.0,5,1.725
62.5,0.1,0.96,21809.0,5,1.85
62.5,0.15000000000000002,0.96,21801.0,5,1.975
62.5,0.2,0.96,22075.0,5,2.1
62.5,0.25,0.96,21812.0,5,2.225
62.5,0.30000000000000004,0.96,21987.0,5,2.35
62.5,0.35000000000000003,0.96,21695.0,5,2.475
62.5,0.4,0.96,21620.0,5,2.6
62.5,0.45,0.96,21518.0,5,2.725
62.5,0.05,1.28,21766.0,5,1.9249999999999998
62.5,0.1,1.28,22102.0,5,2.05
62.5,0.15000000000000002,1.28,22455.0,5,2.175
62.5,0.2,1.28,22519.0,5,2.3
62.5,0.25,1.28,22155.0,5,2.425
62.5,0.30000000000000004,1.28,22248.0,5,2.55
62.5,0.35000000000000003,1.28,22614.0,5,2.675
62.5,0.4,1.28,22640.0,5,2.8
62.5,0.45,1.28,22517.0,5,2.925
62.5,0.05,1.6,21797.0,5,2.125
62.5,0.1,1.6,21316.0,5,2.25
62.5,0.15000000000000002,1.6,21914.0,5,2.375
62.5,0.2,1.6,21869.0,5,2.5
62.5,0.25,1.6,22123.0,5,2.625
62.5,0.30000000000000004,1.6,21874.0,5,2.75
62.5,0.35000000000000003,1.6,22364.0,5,2.875
62.5,0.4,1.6,22478.0,5,3.0
62.5,0.45,1.6,21320.0,5,3.125
62.5,0.05,1.92,21046.0,5,2.325
62.5,0.1,1.92,21317.0,5,2.45
62.5,0.15000000000000002,1.92,22252.0,5,2.575
62.5,0.2,1.92,22170.0,5,2.7
62.5,0.25,1.92,21825.0,5,2.825
62.5,0.30000000000000004,1.92,22290.0,5,2.95
62.5,0.35000000000000003,1.92,22146.0,5,3.075
62.5,0.4,1.92,21560.0,5,3.2
62.5,0.45,1.92,21511.0,5,3.325
62.5,0.05,2.24,21470.0,5,2.5250000000000004
62.5,0.1,2.24,21129.0,5,2.6500000000000004
62.5,0.15000000000000002,2.24,21222.0,5,2.7750000000000004
62.5,0.2,2.24,21322.0,5,2.9000000000000004
62.5,0.25,2.24,21956.0,5,3.0250000000000004
62.5,0.30000000000000004,2.24,21577.0,5,3.1500000000000004
62.5,0.35000000000000003,2.24,21308.0,5,3.2750000000000004
62.5,0.4,2.24,21504.0,5,3.4000000000000004
62.5,0.45,2.24,21468.0,5,3.5250000000000004
